pid,planId,createdAt,status,decision,mcpCall,op_count,op_kinds,risk_level,risk_score,risk_tags,requires_approval,gates_blocked,gates_evaluated,has_external_endpoint
P18,P18_PLN01,2026-05-03T20:30:01.256Z,applied,approved,apply_operations_batch,11,ui.update_component_text,medium,50,R_BULK_CHANGE,1,approval,policy;preflight;validation;diff;risk;approval,0
P18,P18_PLN02,2026-05-03T20:29:55.128Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P18,P18_PLN03,2026-05-03T20:29:54.836Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P18,P18_PLN04,2026-05-03T20:29:54.589Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P18,P18_PLN05,2026-05-03T20:29:54.377Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P18,P18_PLN06,2026-05-03T20:29:54.008Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P18,P18_PLN07,2026-05-03T20:29:53.711Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P18,P18_PLN08,2026-05-03T20:29:53.340Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P18,P18_PLN09,2026-05-03T20:29:53.053Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P18,P18_PLN10,2026-05-03T20:29:52.757Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P18,P18_PLN11,2026-05-03T20:29:52.474Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P18,P18_PLN12,2026-05-03T20:29:52.062Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P18,P18_PLN13,2026-05-03T20:26:04.434Z,applied,approved,ui_remove_component,1,ui.remove_component,high,110,R_DELETE;R_CASCADE_IMPACT,1,approval,policy;preflight;validation;diff;risk;approval,0
P18,P18_PLN14,2026-05-03T20:18:46.457Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P18,P18_PLN15,2026-05-03T20:08:12.662Z,rejected,rejected,logic_upsert_function,1,logic.upsert_function,medium,75,R_SCRIPT;R_CONTENT_SUSPICIOUS,1,approval,policy;preflight;validation;diff;risk;approval,0
P18,P18_PLN16,2026-05-03T20:04:41.615Z,applied,approved,ui_update_component_property,1,ui.update_component_property,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P18,P18_PLN17,2026-05-03T20:03:02.748Z,applied,approved,ui_update_component_property,1,ui.update_component_property,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P18,P18_PLN18,2026-05-03T20:02:51.859Z,applied,approved,logic_set_component_action,1,logic.set_component_action,medium,65,R_ACTION,1,approval,policy;preflight;validation;diff;risk;approval,0
P18,P18_PLN19,2026-05-03T20:02:51.469Z,applied,approved,ui_update_component_property,1,ui.update_component_property,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P18,P18_PLN20,2026-05-03T20:02:28.661Z,applied,approved,logic_upsert_function,1,logic.upsert_function,medium,75,R_SCRIPT;R_CONTENT_SUSPICIOUS,1,approval,policy;preflight;validation;diff;risk;approval,0
P18,P18_PLN21,2026-05-03T19:59:14.331Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P18,P18_PLN22,2026-05-03T19:59:14.043Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P18,P18_PLN23,2026-05-03T19:59:13.750Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P18,P18_PLN24,2026-05-03T19:59:13.475Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P18,P18_PLN25,2026-05-03T19:59:13.080Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P18,P18_PLN26,2026-05-03T19:59:06.526Z,blocked,blocked,apply_operations_batch,5,ui.rename_component,low,0,,0,preflight,preflight,0
P18,P18_PLN27,2026-05-03T19:56:51.256Z,applied,approved,apply_operations_batch,5,ui.rename_component,medium,75,R_REFERENCE;R_BULK_CHANGE,1,approval,policy;preflight;validation;diff;risk;approval,0
P18,P18_PLN28,2026-05-03T19:56:47.119Z,blocked,blocked,apply_operations_batch,5,ui.rename_component,low,0,,0,preflight,preflight,0
P18,P18_PLN29,2026-05-03T19:56:40.929Z,blocked,blocked,apply_operations_batch,9,ui.rename_component,low,0,,0,preflight,preflight,0
P18,P18_PLN30,2026-05-03T19:56:33.604Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P18,P18_PLN31,2026-05-03T19:56:33.252Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P18,P18_PLN32,2026-05-03T19:56:33.037Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P18,P18_PLN33,2026-05-03T19:56:32.779Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P18,P18_PLN34,2026-05-03T19:56:32.513Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P18,P18_PLN35,2026-05-03T19:56:32.246Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P18,P18_PLN36,2026-05-03T19:56:31.912Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P18,P18_PLN37,2026-05-03T19:56:31.627Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P18,P18_PLN38,2026-05-03T19:56:31.277Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P18,P18_PLN39,2026-05-03T19:56:30.991Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P18,P18_PLN40,2026-05-03T19:56:30.635Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P18,P18_PLN41,2026-05-03T19:53:40.878Z,applied,approved,ui_add_component,1,ui.add_component,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P17,P17_PLN01,2026-05-02T12:06:28.712Z,applied,approved,logic_upsert_function,1,logic.upsert_function,medium,75,R_SCRIPT;R_CONTENT_SUSPICIOUS,1,approval,policy;preflight;validation;diff;risk;approval,0
P17,P17_PLN02,2026-05-02T12:05:15.864Z,rejected,rejected,logic_upsert_function,1,logic.upsert_function,medium,75,R_SCRIPT;R_CONTENT_SUSPICIOUS,1,approval,policy;preflight;validation;diff;risk;approval,0
P17,P17_PLN03,2026-05-02T12:02:37.417Z,applied,approved,ui_update_component_property,1,ui.update_component_property,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P17,P17_PLN04,2026-05-02T12:00:06.333Z,applied,approved,ui_update_component_property,1,ui.update_component_property,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P17,P17_PLN05,2026-05-02T11:59:53.988Z,applied,approved,logic_set_component_action,1,logic.set_component_action,medium,65,R_ACTION,1,approval,policy;preflight;validation;diff;risk;approval,0
P17,P17_PLN06,2026-05-02T11:59:53.730Z,applied,approved,ui_update_component_property,1,ui.update_component_property,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P17,P17_PLN07,2026-05-02T11:59:44.446Z,applied,approved,logic_upsert_function,1,logic.upsert_function,medium,75,R_SCRIPT;R_CONTENT_SUSPICIOUS,1,approval,policy;preflight;validation;diff;risk;approval,0
P17,P17_PLN08,2026-05-02T11:56:54.828Z,applied,approved,apply_operations_batch,53,ui.rename_component,high,125,R_REFERENCE;R_BULK_CHANGE;R_CASCADE_IMPACT,1,approval,policy;preflight;validation;diff;risk;approval,0
P17,P17_PLN09,2026-05-02T11:56:37.287Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN10,2026-05-02T11:56:37.054Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN11,2026-05-02T11:56:36.797Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN12,2026-05-02T11:56:36.519Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN13,2026-05-02T11:56:36.173Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN14,2026-05-02T11:56:35.897Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN15,2026-05-02T11:56:35.648Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN16,2026-05-02T11:56:35.404Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN17,2026-05-02T11:56:35.123Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN18,2026-05-02T11:56:34.880Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN19,2026-05-02T11:56:34.631Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN20,2026-05-02T11:56:34.418Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN21,2026-05-02T11:56:34.204Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN22,2026-05-02T11:56:33.940Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN23,2026-05-02T11:56:33.713Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN24,2026-05-02T11:56:33.469Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN25,2026-05-02T11:56:33.260Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN26,2026-05-02T11:56:33.057Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN27,2026-05-02T11:56:32.827Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN28,2026-05-02T11:56:32.540Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN29,2026-05-02T11:56:32.320Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN30,2026-05-02T11:56:32.106Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN31,2026-05-02T11:56:31.832Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN32,2026-05-02T11:56:31.569Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN33,2026-05-02T11:56:31.345Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN34,2026-05-02T11:56:31.140Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN35,2026-05-02T11:56:30.801Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN36,2026-05-02T11:56:30.495Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN37,2026-05-02T11:56:30.263Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN38,2026-05-02T11:56:30.063Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN39,2026-05-02T11:56:29.871Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN40,2026-05-02T11:56:29.608Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN41,2026-05-02T11:56:29.352Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN42,2026-05-02T11:56:29.124Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN43,2026-05-02T11:56:28.919Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN44,2026-05-02T11:56:28.618Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN45,2026-05-02T11:56:28.402Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN46,2026-05-02T11:56:28.146Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN47,2026-05-02T11:56:27.854Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN48,2026-05-02T11:56:27.615Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN49,2026-05-02T11:56:27.370Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN50,2026-05-02T11:56:27.131Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN51,2026-05-02T11:56:26.772Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN52,2026-05-02T11:56:26.495Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN53,2026-05-02T11:56:26.148Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN54,2026-05-02T11:56:25.821Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN55,2026-05-02T11:56:25.559Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN56,2026-05-02T11:56:25.321Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN57,2026-05-02T11:56:24.991Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P17,P17_PLN58,2026-05-02T11:56:24.603Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P17,P17_PLN59,2026-05-02T11:56:24.282Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P17,P17_PLN60,2026-05-02T11:56:23.870Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P17,P17_PLN61,2026-05-02T11:56:23.536Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P17,P17_PLN62,2026-05-02T11:54:14.363Z,applied,approved,apply_operations_batch,5,ui.rename_component,medium,75,R_REFERENCE;R_BULK_CHANGE,1,approval,policy;preflight;validation;diff;risk;approval,0
P17,P17_PLN63,2026-05-02T11:54:08.568Z,blocked,blocked,apply_operations_batch,10,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN64,2026-05-02T11:53:47.640Z,blocked,blocked,apply_operations_batch,12,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN65,2026-05-02T11:53:27.800Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN66,2026-05-02T11:53:27.497Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN67,2026-05-02T11:53:27.263Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN68,2026-05-02T11:53:27.044Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN69,2026-05-02T11:53:26.816Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN70,2026-05-02T11:53:26.584Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN71,2026-05-02T11:53:26.269Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P17,P17_PLN72,2026-05-02T11:53:25.935Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P17,P17_PLN73,2026-05-02T11:53:25.483Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P17,P17_PLN74,2026-05-02T11:53:25.197Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P17,P17_PLN75,2026-05-02T11:53:24.881Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P17,P17_PLN76,2026-05-02T11:53:24.539Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P17,P17_PLN77,2026-05-02T11:50:33.339Z,applied,approved,ui_add_component,1,ui.add_component,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P17,P17_PLN78,2026-05-02T11:48:32.640Z,applied,approved,ui_remove_component,1,ui.remove_component,high,90,R_DELETE,1,approval,policy;preflight;validation;diff;risk;approval,0
P17,P17_PLN79,2026-05-02T11:47:25.864Z,applied,approved,apply_operations_batch,12,ui.update_component_text,medium,50,R_BULK_CHANGE,1,approval,policy;preflight;validation;diff;risk;approval,0
P17,P17_PLN80,2026-05-02T11:47:12.958Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P17,P17_PLN81,2026-05-02T11:47:12.732Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P17,P17_PLN82,2026-05-02T11:47:12.483Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P17,P17_PLN83,2026-05-02T11:47:12.233Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P17,P17_PLN84,2026-05-02T11:47:11.986Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P17,P17_PLN85,2026-05-02T11:47:11.767Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P17,P17_PLN86,2026-05-02T11:47:11.548Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P17,P17_PLN87,2026-05-02T11:47:11.229Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P17,P17_PLN88,2026-05-02T11:47:10.881Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P17,P17_PLN89,2026-05-02T11:47:10.568Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P17,P17_PLN90,2026-05-02T11:47:10.275Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P17,P17_PLN91,2026-05-02T11:47:09.944Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P17,P17_PLN92,2026-05-02T11:45:13.306Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P17,P17_PLN93,2026-05-02T11:45:08.009Z,applied,approved,ui_add_component,1,ui.add_component,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P17,P17_PLN94,2026-05-02T11:43:32.869Z,applied,approved,ui_add_component,1,ui.add_component,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P17,P17_PLN95,2026-05-02T11:42:45.164Z,applied,approved,ui_remove_component,1,ui.remove_component,high,110,R_DELETE;R_CASCADE_IMPACT,1,approval,policy;preflight;validation;diff;risk;approval,0
P17,P17_PLN96,2026-05-02T11:41:06.064Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P16,P16_PLN01,2026-04-30T17:28:22.686Z,applied,approved,logic_set_component_action,1,logic.set_component_action,medium,65,R_ACTION,1,approval,policy;preflight;validation;diff;risk;approval,0
P16,P16_PLN02,2026-04-30T17:28:22.376Z,applied,approved,ui_update_component_property,1,ui.update_component_property,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P16,P16_PLN03,2026-04-30T17:28:22.087Z,applied,approved,ui_update_component_property,1,ui.update_component_property,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P16,P16_PLN04,2026-04-30T17:28:18.504Z,applied,approved,logic_upsert_function,1,logic.upsert_function,medium,75,R_SCRIPT;R_CONTENT_SUSPICIOUS,1,approval,policy;preflight;validation;diff;risk;approval,0
P16,P16_PLN05,2026-04-30T17:27:15.265Z,blocked,blocked,apply_operations_batch,10,ui.rename_component,low,0,,0,preflight,preflight,0
P16,P16_PLN06,2026-04-30T17:27:02.632Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P16,P16_PLN07,2026-04-30T17:27:02.298Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P16,P16_PLN08,2026-04-30T17:27:02.033Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P16,P16_PLN09,2026-04-30T17:27:01.695Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P16,P16_PLN10,2026-04-30T17:27:01.466Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P16,P16_PLN11,2026-04-30T17:27:01.224Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P16,P16_PLN12,2026-04-30T17:27:00.986Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P16,P16_PLN13,2026-04-30T17:27:00.754Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P16,P16_PLN14,2026-04-30T17:27:00.490Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P16,P16_PLN15,2026-04-30T17:27:00.127Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P16,P16_PLN16,2026-04-30T17:25:30.949Z,blocked,blocked,apply_operations_batch,10,ui.rename_component,low,0,,0,preflight,preflight,0
P16,P16_PLN17,2026-04-30T17:25:18.892Z,blocked,blocked,apply_operations_batch,10,ui.rename_component,low,0,,0,preflight,preflight,0
P16,P16_PLN18,2026-04-30T17:25:04.782Z,blocked,blocked,apply_operations_batch,10,ui.rename_component,low,0,,0,preflight,preflight,0
P16,P16_PLN19,2026-04-30T17:24:53.246Z,blocked,blocked,apply_operations_batch,10,ui.rename_component,low,0,,0,preflight,preflight,0
P16,P16_PLN20,2026-04-30T17:24:32.978Z,blocked,blocked,apply_operations_batch,10,ui.rename_component,low,0,,0,preflight,preflight,0
P16,P16_PLN21,2026-04-30T17:24:27.021Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P16,P16_PLN22,2026-04-30T17:24:26.793Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P16,P16_PLN23,2026-04-30T17:24:26.497Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P16,P16_PLN24,2026-04-30T17:24:26.295Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P16,P16_PLN25,2026-04-30T17:24:26.069Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P16,P16_PLN26,2026-04-30T17:24:25.777Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P16,P16_PLN27,2026-04-30T17:24:25.546Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P16,P16_PLN28,2026-04-30T17:24:25.305Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P16,P16_PLN29,2026-04-30T17:24:25.082Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P16,P16_PLN30,2026-04-30T17:24:24.882Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P16,P16_PLN31,2026-04-30T17:24:14.443Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P16,P16_PLN32,2026-04-30T17:24:14.230Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P16,P16_PLN33,2026-04-30T17:24:14.023Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P16,P16_PLN34,2026-04-30T17:24:13.752Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P16,P16_PLN35,2026-04-30T17:24:13.528Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P16,P16_PLN36,2026-04-30T17:24:13.322Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P16,P16_PLN37,2026-04-30T17:24:13.107Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P16,P16_PLN38,2026-04-30T17:24:12.905Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P16,P16_PLN39,2026-04-30T17:24:12.662Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P16,P16_PLN40,2026-04-30T17:24:12.370Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P16,P16_PLN41,2026-04-30T17:22:56.303Z,applied,approved,apply_operations_batch,6,ui.rename_component,medium,75,R_REFERENCE;R_BULK_CHANGE,1,approval,policy;preflight;validation;diff;risk;approval,0
