pid,planId,createdAt,status,decision,mcpCall,op_count,op_kinds,risk_level,risk_score,risk_tags,requires_approval,gates_blocked,gates_evaluated,has_external_endpoint
P04,P04_PLN43,2026-04-23T14:03:02.270Z,blocked,blocked,apply_operations_batch,11,ui.rename_component,low,0,,0,preflight,preflight,0
P04,P04_PLN44,2026-04-23T14:02:29.787Z,blocked,blocked,apply_operations_batch,11,ui.rename_component,low,0,,0,preflight,preflight,0
P04,P04_PLN45,2026-04-23T14:02:22.555Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P04,P04_PLN46,2026-04-23T14:02:22.182Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P04,P04_PLN47,2026-04-23T14:02:21.910Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P04,P04_PLN48,2026-04-23T14:02:21.725Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P04,P04_PLN49,2026-04-23T14:02:21.433Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P04,P04_PLN50,2026-04-23T14:02:21.241Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P04,P04_PLN51,2026-04-23T14:02:21.061Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P04,P04_PLN52,2026-04-23T14:02:20.885Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P04,P04_PLN53,2026-04-23T14:02:20.649Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P04,P04_PLN54,2026-04-23T14:02:20.018Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P04,P04_PLN55,2026-04-23T14:02:19.157Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P04,P04_PLN56,2026-04-23T14:02:18.843Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P04,P04_PLN57,2026-04-23T14:02:18.500Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P04,P04_PLN58,2026-04-23T14:00:07.830Z,applied,approved,ui_add_component,1,ui.add_component,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P04,P04_PLN59,2026-04-23T13:55:00.545Z,applied,approved,apply_operations_batch,10,ui.update_component_text,medium,50,R_BULK_CHANGE,1,approval,policy;preflight;validation;diff;risk;approval,0
P04,P04_PLN60,2026-04-23T13:54:53.766Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P04,P04_PLN61,2026-04-23T13:54:53.340Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P04,P04_PLN62,2026-04-23T13:54:52.875Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P04,P04_PLN63,2026-04-23T13:54:51.811Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P04,P04_PLN64,2026-04-23T13:54:49.875Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P04,P04_PLN65,2026-04-23T13:54:47.646Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P04,P04_PLN66,2026-04-23T13:54:44.801Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P04,P04_PLN67,2026-04-23T13:52:39.174Z,applied,approved,apply_operations_batch,12,ui.update_component_text,medium,50,R_BULK_CHANGE,1,approval,policy;preflight;validation;diff;risk;approval,0
P04,P04_PLN68,2026-04-23T13:52:28.616Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P04,P04_PLN69,2026-04-23T13:52:28.242Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P04,P04_PLN70,2026-04-23T13:52:28.018Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P04,P04_PLN71,2026-04-23T13:52:27.632Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P04,P04_PLN72,2026-04-23T13:52:27.273Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P04,P04_PLN73,2026-04-23T13:52:27.046Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P04,P04_PLN74,2026-04-23T13:52:26.838Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P04,P04_PLN75,2026-04-23T13:52:26.624Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P04,P04_PLN76,2026-04-23T13:52:26.217Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P04,P04_PLN77,2026-04-23T13:52:25.955Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P04,P04_PLN78,2026-04-23T13:50:17.341Z,applied,approved,ui_remove_component,1,ui.remove_component,high,110,R_DELETE;R_CASCADE_IMPACT,1,approval,policy;preflight;validation;diff;risk;approval,0
P04,P04_PLN79,2026-04-23T13:49:05.318Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P03,P03_PLN01,2026-04-23T13:06:00.957Z,applied,approved,ui_update_component_property,1,ui.update_component_property,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P03,P03_PLN02,2026-04-23T13:05:40.234Z,applied,approved,logic_set_component_action,1,logic.set_component_action,medium,65,R_ACTION,1,approval,policy;preflight;validation;diff;risk;approval,0
P03,P03_PLN03,2026-04-23T13:05:39.952Z,applied,approved,ui_update_component_property,1,ui.update_component_property,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P03,P03_PLN04,2026-04-23T13:05:16.681Z,applied,approved,logic_upsert_function,1,logic.upsert_function,medium,75,R_SCRIPT;R_CONTENT_SUSPICIOUS,1,approval,policy;preflight;validation;diff;risk;approval,0
P03,P03_PLN05,2026-04-23T13:02:00.048Z,applied,approved,logic_set_component_action,1,logic.set_component_action,medium,65,R_ACTION,1,approval,policy;preflight;validation;diff;risk;approval,0
P03,P03_PLN06,2026-04-23T13:01:16.376Z,applied,approved,logic_upsert_function,1,logic.upsert_function,medium,75,R_SCRIPT;R_CONTENT_SUSPICIOUS,1,approval,policy;preflight;validation;diff;risk;approval,0
P03,P03_PLN07,2026-04-23T12:58:44.828Z,applied,approved,logic_set_component_action,1,logic.set_component_action,medium,65,R_ACTION,1,approval,policy;preflight;validation;diff;risk;approval,0
P03,P03_PLN08,2026-04-23T12:57:22.554Z,applied,approved,logic_upsert_function,1,logic.upsert_function,medium,75,R_SCRIPT;R_CONTENT_SUSPICIOUS,1,approval,policy;preflight;validation;diff;risk;approval,0
P03,P03_PLN09,2026-04-23T12:30:15.209Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P03,P03_PLN10,2026-04-23T12:30:14.582Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P03,P03_PLN11,2026-04-23T12:30:14.116Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P03,P03_PLN12,2026-04-23T12:08:29.634Z,applied,approved,ui_add_component,1,ui.add_component,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P03,P03_PLN13,2026-04-23T11:30:56.300Z,applied,approved,apply_operations_batch,12,ui.update_component_text,medium,50,R_BULK_CHANGE,1,approval,policy;preflight;validation;diff;risk;approval,0
P03,P03_PLN14,2026-04-23T11:30:34.180Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P03,P03_PLN15,2026-04-23T11:30:33.820Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P03,P03_PLN16,2026-04-23T11:30:33.415Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P03,P03_PLN17,2026-04-23T11:30:33.096Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P03,P03_PLN18,2026-04-23T11:30:32.819Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P03,P03_PLN19,2026-04-23T11:30:32.551Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P03,P03_PLN20,2026-04-23T11:30:32.370Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P03,P03_PLN21,2026-04-23T11:30:32.085Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P03,P03_PLN22,2026-04-23T11:30:31.580Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P03,P03_PLN23,2026-04-23T11:30:31.279Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P03,P03_PLN24,2026-04-23T11:30:30.862Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P03,P03_PLN25,2026-04-23T11:30:30.379Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P03,P03_PLN26,2026-04-23T11:24:36.555Z,applied,approved,ui_remove_component,1,ui.remove_component,high,110,R_DELETE;R_CASCADE_IMPACT,1,approval,policy;preflight;validation;diff;risk;approval,0
P03,P03_PLN27,2026-04-23T11:22:34.365Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P03,P03_PLN28,2026-04-23T11:18:33.493Z,applied,approved,logic_upsert_function,1,logic.upsert_function,medium,75,R_SCRIPT;R_CONTENT_SUSPICIOUS,1,approval,policy;preflight;validation;diff;risk;approval,0
P03,P03_PLN29,2026-04-23T11:16:44.364Z,applied,approved,ui_update_component_property,1,ui.update_component_property,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P02,P02_PLN01,2026-04-23T10:13:54.103Z,applied,approved,apply_operations_batch,11,ui.update_component_text,medium,50,R_BULK_CHANGE,1,approval,policy;preflight;validation;diff;risk;approval,0
P02,P02_PLN02,2026-04-23T10:13:39.794Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P02,P02_PLN03,2026-04-23T10:13:39.612Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P02,P02_PLN04,2026-04-23T10:13:39.406Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P02,P02_PLN05,2026-04-23T10:13:38.979Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P02,P02_PLN06,2026-04-23T10:13:38.669Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P02,P02_PLN07,2026-04-23T10:13:38.409Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P02,P02_PLN08,2026-04-23T10:13:38.025Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P02,P02_PLN09,2026-04-23T10:13:37.726Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P02,P02_PLN10,2026-04-23T10:13:37.079Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P02,P02_PLN11,2026-04-23T10:13:36.708Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P02,P02_PLN12,2026-04-23T10:12:07.223Z,applied,approved,apply_operations_batch,13,ui.update_component_text,medium,50,R_BULK_CHANGE,1,approval,policy;preflight;validation;diff;risk;approval,0
P02,P02_PLN13,2026-04-23T10:11:53.211Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P02,P02_PLN14,2026-04-23T10:11:52.868Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P02,P02_PLN15,2026-04-23T10:11:52.653Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P02,P02_PLN16,2026-04-23T10:11:52.427Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P02,P02_PLN17,2026-04-23T10:11:52.173Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P02,P02_PLN18,2026-04-23T10:11:51.985Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P02,P02_PLN19,2026-04-23T10:11:51.712Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P02,P02_PLN20,2026-04-23T10:11:51.451Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P02,P02_PLN21,2026-04-23T10:11:51.143Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P02,P02_PLN22,2026-04-23T10:11:50.829Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P02,P02_PLN23,2026-04-23T10:11:50.455Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P02,P02_PLN24,2026-04-23T10:11:50.005Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P02,P02_PLN25,2026-04-23T10:11:49.584Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P02,P02_PLN26,2026-04-23T10:09:28.964Z,applied,approved,ui_remove_component,1,ui.remove_component,high,110,R_DELETE;R_CASCADE_IMPACT,1,approval,policy;preflight;validation;diff;risk;approval,0
P02,P02_PLN27,2026-04-23T10:07:15.265Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P02,P02_PLN28,2026-04-23T10:05:02.898Z,applied,approved,logic_upsert_function,1,logic.upsert_function,medium,75,R_SCRIPT;R_CONTENT_SUSPICIOUS,1,approval,policy;preflight;validation;diff;risk;approval,0
P02,P02_PLN29,2026-04-23T10:03:15.354Z,applied,approved,ui_update_component_property,1,ui.update_component_property,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P02,P02_PLN30,2026-04-23T10:00:48.979Z,applied,approved,logic_set_component_action,1,logic.set_component_action,medium,65,R_ACTION,1,approval,policy;preflight;validation;diff;risk;approval,0
P02,P02_PLN31,2026-04-23T10:00:44.353Z,applied,approved,ui_update_component_property,1,ui.update_component_property,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P02,P02_PLN32,2026-04-23T10:00:33.203Z,applied,approved,logic_set_component_action,1,logic.set_component_action,medium,65,R_ACTION,1,approval,policy;preflight;validation;diff;risk;approval,0
P02,P02_PLN33,2026-04-23T10:00:32.894Z,applied,approved,ui_update_component_property,1,ui.update_component_property,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P02,P02_PLN34,2026-04-23T10:00:07.789Z,applied,approved,logic_upsert_function,1,logic.upsert_function,medium,75,R_SCRIPT;R_CONTENT_SUSPICIOUS,1,approval,policy;preflight;validation;diff;risk;approval,0
P02,P02_PLN35,2026-04-23T09:57:01.571Z,applied,approved,apply_operations_batch,5,ui.rename_component,medium,75,R_REFERENCE;R_BULK_CHANGE,1,approval,policy;preflight;validation;diff;risk;approval,0
P02,P02_PLN36,2026-04-23T09:56:58.682Z,blocked,blocked,apply_operations_batch,5,ui.rename_component,low,0,,0,preflight,preflight,0
P02,P02_PLN37,2026-04-23T09:56:51.743Z,blocked,blocked,apply_operations_batch,9,ui.rename_component,low,0,,0,preflight,preflight,0
P02,P02_PLN38,2026-04-23T09:56:37.564Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P02,P02_PLN39,2026-04-23T09:56:37.215Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P02,P02_PLN40,2026-04-23T09:56:36.991Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P02,P02_PLN41,2026-04-23T09:56:36.749Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P02,P02_PLN42,2026-04-23T09:56:36.450Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P02,P02_PLN43,2026-04-23T09:56:36.178Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P02,P02_PLN44,2026-04-23T09:56:35.828Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P02,P02_PLN45,2026-04-23T09:56:35.419Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P02,P02_PLN46,2026-04-23T09:56:34.853Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P02,P02_PLN47,2026-04-23T09:56:34.249Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P02,P02_PLN48,2026-04-23T09:56:33.893Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P02,P02_PLN49,2026-04-23T09:54:26.142Z,applied,approved,ui_add_component,1,ui.add_component,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P01,P01_PLN01,2026-04-23T09:30:30.180Z,applied,approved,logic_upsert_function,1,logic.upsert_function,medium,75,R_SCRIPT;R_CONTENT_SUSPICIOUS,1,approval,policy;preflight;validation;diff;risk;approval,0
P01,P01_PLN02,2026-04-23T09:28:19.354Z,applied,approved,ui_update_component_property,1,ui.update_component_property,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P01,P01_PLN03,2026-04-23T09:25:40.856Z,applied,approved,logic_set_component_action,1,logic.set_component_action,medium,65,R_ACTION,1,approval,policy;preflight;validation;diff;risk;approval,0
P01,P01_PLN04,2026-04-23T09:25:39.911Z,applied,approved,ui_update_component_property,1,ui.update_component_property,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P01,P01_PLN05,2026-04-23T09:25:39.688Z,applied,approved,ui_update_component_property,1,ui.update_component_property,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P01,P01_PLN06,2026-04-23T09:25:22.479Z,applied,approved,logic_upsert_function,1,logic.upsert_function,medium,75,R_SCRIPT;R_CONTENT_SUSPICIOUS,1,approval,policy;preflight;validation;diff;risk;approval,0
P01,P01_PLN07,2026-04-23T09:23:09.342Z,applied,approved,apply_operations_batch,5,ui.rename_component,medium,75,R_REFERENCE;R_BULK_CHANGE,1,approval,policy;preflight;validation;diff;risk;approval,0
P01,P01_PLN08,2026-04-23T09:22:46.694Z,applied,approved,apply_operations_batch,5,ui.rename_component,medium,75,R_REFERENCE;R_BULK_CHANGE,1,approval,policy;preflight;validation;diff;risk;approval,0
P01,P01_PLN09,2026-04-23T09:22:42.491Z,blocked,blocked,apply_operations_batch,11,ui.rename_component,low,0,,0,preflight,preflight,0
P01,P01_PLN10,2026-04-23T09:22:24.548Z,blocked,blocked,apply_operations_batch,11,ui.rename_component,low,0,,0,preflight,preflight,0
P01,P01_PLN11,2026-04-23T09:22:16.688Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P01,P01_PLN12,2026-04-23T09:22:16.455Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P01,P01_PLN13,2026-04-23T09:22:16.266Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P01,P01_PLN14,2026-04-23T09:22:16.081Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P01,P01_PLN15,2026-04-23T09:22:15.878Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P01,P01_PLN16,2026-04-23T09:22:15.588Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P01,P01_PLN17,2026-04-23T09:22:15.173Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P01,P01_PLN18,2026-04-23T09:22:14.997Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P01,P01_PLN19,2026-04-23T09:22:14.785Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P01,P01_PLN20,2026-04-23T09:22:14.484Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P01,P01_PLN21,2026-04-23T09:22:14.318Z,blocked,blocked,ui_rename_component,1,ui.rename_component,low,0,,0,preflight,preflight,0
P01,P01_PLN22,2026-04-23T09:22:13.889Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P01,P01_PLN23,2026-04-23T09:22:13.468Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P01,P01_PLN24,2026-04-23T09:22:12.962Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P01,P01_PLN25,2026-04-23T09:22:12.664Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P01,P01_PLN26,2026-04-23T09:22:12.224Z,applied,approved,ui_rename_component,1,ui.rename_component,low,40,R_REFERENCE,0,,policy;preflight;validation;diff;risk;approval,0
P01,P01_PLN27,2026-04-23T09:19:50.421Z,applied,approved,ui_update_component_property,1,ui.update_component_property,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P01,P01_PLN28,2026-04-23T09:18:31.185Z,applied,approved,ui_update_component_property,1,ui.update_component_property,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P01,P01_PLN29,2026-04-23T09:16:46.697Z,applied,approved,ui_add_component,1,ui.add_component,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P01,P01_PLN30,2026-04-23T09:15:02.425Z,applied,approved,apply_operations_batch,8,ui.update_component_text,low,40,R_BULK_CHANGE,0,,policy;preflight;validation;diff;risk;approval,0
P01,P01_PLN31,2026-04-23T09:14:02.296Z,applied,approved,apply_operations_batch,10,ui.update_component_text,medium,50,R_BULK_CHANGE,1,approval,policy;preflight;validation;diff;risk;approval,0
P01,P01_PLN32,2026-04-23T09:13:37.414Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P01,P01_PLN33,2026-04-23T09:13:37.003Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P01,P01_PLN34,2026-04-23T09:13:36.776Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P01,P01_PLN35,2026-04-23T09:13:36.302Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P01,P01_PLN36,2026-04-23T09:13:35.967Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P01,P01_PLN37,2026-04-23T09:13:35.022Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P01,P01_PLN38,2026-04-23T09:13:34.705Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P01,P01_PLN39,2026-04-23T09:13:34.106Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P01,P01_PLN40,2026-04-23T09:13:33.827Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P01,P01_PLN41,2026-04-23T09:13:33.513Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P01,P01_PLN42,2026-04-23T09:12:02.934Z,applied,approved,apply_operations_batch,11,ui.update_component_text,medium,50,R_BULK_CHANGE,1,approval,policy;preflight;validation;diff;risk;approval,0
P01,P01_PLN43,2026-04-23T09:09:54.468Z,rejected,rejected,apply_operations_batch,11,ui.update_component_text,medium,50,R_BULK_CHANGE,1,approval,policy;preflight;validation;diff;risk;approval,0
P01,P01_PLN44,2026-04-23T09:09:39.516Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P01,P01_PLN45,2026-04-23T09:09:39.271Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P01,P01_PLN46,2026-04-23T09:09:38.921Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P01,P01_PLN47,2026-04-23T09:09:38.662Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P01,P01_PLN48,2026-04-23T09:09:38.465Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P01,P01_PLN49,2026-04-23T09:09:38.274Z,blocked,blocked,ui_update_component_text,1,ui.update_component_text,low,0,,0,preflight,preflight,0
P01,P01_PLN50,2026-04-23T09:09:37.865Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P01,P01_PLN51,2026-04-23T09:09:36.930Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P01,P01_PLN52,2026-04-23T09:09:36.543Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P01,P01_PLN53,2026-04-23T09:09:36.154Z,applied,approved,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
P01,P01_PLN54,2026-04-23T09:09:35.741Z,rejected,rejected,ui_update_component_text,1,ui.update_component_text,low,10,,0,,policy;preflight;validation;diff;risk;approval,0
